LEMMA	RANK	DISPERSION	FREQUENCY	RANGE
נישאה	4293	6.32	12.02	4.26
נסבל	4294	6.32	11.94	4.64
שאמצא	4295	6.31	11.95	4.93
הורג	4296	6.31	11.99	4.66
אפתח	4297	6.31	11.94	4.74
זרח	4298	6.31	12.00	4.27
תקנה	4299	6.30	11.93	4.34
מבפן	4300	6.30	11.91	4.77
התקדמות	4301	6.30	11.94	4.66
הערפד	4302	6.29	12.36	1.98
גס	4303	6.29	11.88	4.73
מנתח	4304	6.29	12.08	3.60
ורבותי	4305	6.29	12.02	3.50
בעין	4306	6.29	11.89	4.61
חבלה	4307	6.29	12.01	3.95
בדרך	4308	6.28	11.90	4.83
מליסה	4309	6.28	12.36	1.67
גרסיה	4310	6.28	12.38	1.34
ברווז	4311	6.27	12.07	3.17
הפליל	4312	6.27	12.00	3.82
ציפייה	4313	6.27	11.88	4.52
אנתוני	4314	6.27	12.26	1.84
האגם	4315	6.26	12.06	3.24
יפל	4316	6.26	11.82	4.70
התעללות	4317	6.26	12.00	3.51
מאק	4318	6.26	12.28	1.67
רוצי	4319	6.25	12.08	3.12
שוער	4320	6.25	11.94	3.82
מרושע	4321	6.25	11.89	4.43
תלבש	4322	6.25	11.84	4.60
פיין	4323	6.25	12.09	2.89
ראתי	4324	6.25	11.81	4.83
תקרה	4325	6.24	11.89	4.13
הקוף	4326	6.23	12.06	2.86
אפגע	4327	6.23	11.86	4.63
שתבא	4328	6.23	11.77	4.86
הקירה	4329	6.23	11.83	4.45
אנד	4330	6.23	11.95	3.38
פרה	4331	6.23	11.89	3.78
ביטול	4332	6.23	11.90	3.81
ספור	4333	6.23	11.81	4.55
עצמ	4334	6.22	11.77	4.74
הט	4335	6.22	11.82	4.29
מבעד	4336	6.21	11.82	4.40
אוקטובר	4337	6.21	11.89	3.45
עשור	4338	6.21	11.78	4.48
בלשית	4339	6.21	12.08	2.43
סיימה	4340	6.21	11.74	4.84
ואוו	4341	6.20	12.06	2.60
פיתוח	4342	6.20	11.82	3.88
תפוז	4343	6.20	11.89	3.62
הבוגר	4344	6.20	11.78	4.40
עזבי	4345	6.20	11.82	4.07
תשאיר	4346	6.20	11.75	4.54
טיפ	4347	6.19	11.82	4.06
ובשביל	4348	6.19	11.70	4.84
סגירה	4349	6.19	11.77	4.23
כשהיינו	4350	6.19	11.70	4.79
קרם	4351	6.18	11.81	3.98
אשב	4352	6.17	11.67	4.79
שפע	4353	6.17	11.72	4.48
אלמד	4354	6.17	11.70	4.58
קון	4355	6.17	12.00	2.50
לוחץ	4356	6.17	11.67	4.56
מרגש	4357	6.17	11.67	4.65
פוליטיקאי	4358	6.16	11.75	3.78
קוץ	4359	6.16	11.71	4.35
להסתתר	4360	6.16	11.73	4.51
ייקר	4361	6.16	11.97	2.31
פער	4362	6.16	11.73	4.18
סליח	4363	6.15	11.65	4.66
התה	4364	6.15	11.75	4.04
פו	4365	6.15	12.01	1.94
הפוך	4366	6.15	11.65	4.58
מיליונים	4367	6.15	11.64	4.25
מימון	4368	6.14	11.70	3.86
צלף	4369	6.14	11.81	3.27
כוסית	4370	6.14	11.64	4.29
אזר	4371	6.13	11.65	4.48
סוכנה	4372	6.13	11.83	3.39
המשלוח	4373	6.13	11.78	3.59
מגחך	4374	6.13	12.05	1.64
הדיח	4375	6.13	11.99	1.82
פורש	4376	6.13	11.73	3.63
שיגעון	4377	6.13	11.71	3.72
הדאגה	4378	6.13	11.62	4.74
שמץ	4379	6.13	11.59	4.63
המיט	4380	6.13	11.63	4.45
זון	4381	6.12	11.63	4.11
הישארה	4382	6.12	11.67	4.11
מהומה	4383	6.12	11.65	3.90
טרוריסט	4384	6.12	11.79	3.24
ניה	4385	6.12	12.12	0.90
שטר	4386	6.12	11.68	3.85
השפיל	4387	6.12	11.61	4.41
הנשף	4388	6.12	11.87	2.54
נהמה	4389	6.11	12.03	1.50
רהיט	4390	6.11	11.68	3.83
פתה	4391	6.11	11.63	4.37
מחלק	4392	6.11	11.66	3.98
תמהר	4393	6.11	11.63	4.27
ירידה	4394	6.11	11.60	4.22
יולי	4395	6.10	11.67	3.33
נשאיר	4396	6.10	11.56	4.79
תהרג	4397	6.10	11.67	4.05
חימם	4398	6.10	11.59	4.52
הזונה	4399	6.10	11.62	4.08
שאף	4400	6.09	11.52	4.58
חבט	4401	6.09	11.66	3.64
וויליאמס	4402	6.09	11.86	2.28
נסיים	4403	6.09	11.55	4.70
העתיק	4404	6.09	11.61	4.14
השלכה	4405	6.09	11.60	4.25
שריטה	4406	6.08	11.61	4.11
תתכונן	4407	6.08	11.55	4.46
אריקה	4408	6.07	11.97	1.32
מתוח	4409	6.06	11.54	4.13
התוק	4410	6.06	11.52	4.30
ויין	4411	6.06	11.81	2.10
רעידה	4412	6.06	11.71	2.90
מוויין	4413	6.05	11.76	2.48
אשתמש	4414	6.05	11.48	4.72
התאמץ	4415	6.05	11.45	4.62
דימום	4416	6.03	11.59	3.64
צמא	4417	6.03	11.48	4.31
הולמס	4418	6.03	11.89	1.20
קידם	4419	6.03	11.41	4.42
סטארק	4420	6.03	11.94	0.99
אורגן	4421	6.03	11.45	4.23
קולינס	4422	6.03	11.82	1.59
וגברה	4423	6.02	11.45	4.20
קוסם	4424	6.02	11.67	2.79
הרישום	4425	6.02	11.48	4.12
פרחח	4426	6.02	11.49	3.61
כריסטיאן	4427	6.02	11.86	1.16
התחזה	4428	6.02	11.49	3.90
אכלתי	4429	6.01	11.41	4.56
ישאר	4430	6.01	11.41	4.50
כוננות	4431	6.01	11.55	3.54
מריבה	4432	6.01	11.44	4.12
קושי	4433	6.01	11.38	4.37
בקש	4434	6.01	11.41	4.29
ריכוז	4435	6.00	11.45	3.82
לבשל	4436	6.00	11.45	4.06
אודיע	4437	6.00	11.39	4.64
פנטזיה	4438	6.00	11.47	3.68
פלישה	4439	5.99	11.55	3.18
נחזיר	4440	5.99	11.39	4.61
נוהל	4441	5.99	11.43	4.07
הכבה	4442	5.99	11.40	4.11
הע	4443	5.99	11.46	3.74
בארני	4444	5.99	11.87	1.02
חרדה	4445	5.98	11.41	3.95
סולח	4446	5.98	11.41	4.00
מוכשר	4447	5.98	11.33	4.33
המלצה	4448	5.98	11.38	3.94
נדחה	4449	5.97	11.36	4.16
הלבשה	4450	5.97	11.41	3.74
קלר	4451	5.97	11.74	1.40
תורה	4452	5.96	11.42	3.69
וירוס	4453	5.96	11.57	2.80
כריסטינה	4454	5.96	11.73	1.45
שאקח	4455	5.96	11.30	4.71
פוסט	4456	5.96	11.41	3.54
האחיות	4457	5.96	11.43	3.72
המשקה	4458	5.96	11.32	4.26
שיקול	4459	5.96	11.32	4.28
הדוב	4460	5.96	11.58	2.56
חיסול	4461	5.96	11.42	3.62
הורדה	4462	5.95	11.39	3.92
שעליך	4463	5.95	11.31	4.40
הדרקון	4464	5.95	11.66	1.93
וווילסון	4465	5.95	11.65	1.75
ניקולס	4466	5.95	11.63	1.88
וולס	4467	5.94	11.67	1.48
התשובה	4468	5.94	11.34	4.12
נובמבר	4469	5.94	11.38	3.29
קרטיס	4470	5.94	11.67	1.37
המפורסם	4471	5.93	11.25	4.33
צמצם	4472	5.93	11.28	4.34
שרון	4473	5.93	11.62	1.76
מצחקק	4474	5.93	11.67	1.47
הסודה	4475	5.93	11.32	4.27
שדבר	4476	5.93	11.24	4.54
השותפה	4477	5.92	11.35	3.91
מפיק	4478	5.92	11.39	3.08
ודע	4479	5.92	11.23	4.51
האמון	4480	5.92	11.26	4.38
ווטסון	4481	5.92	11.66	1.18
ליזי	4482	5.91	11.66	1.27
מחיאה	4483	5.91	11.33	3.29
קית	4484	5.91	11.60	1.64
מסכה	4485	5.91	11.35	3.46
משפחת	4486	5.90	11.25	4.31
טירף	4487	5.90	11.23	4.40
איב	4488	5.90	11.65	1.20
התנגש	4489	5.90	11.27	4.02
שביל	4490	5.90	11.28	3.83
חבטה	4491	5.90	11.34	3.23
בארוחה	4492	5.90	11.20	4.53
השרשרה	4493	5.90	11.38	3.13
מסתורי	4494	5.90	11.23	4.27
יי	4495	5.90	11.40	2.80
גלוי	4496	5.89	11.16	4.37
ף	4497	5.89	11.47	2.18
טק	4498	5.89	11.37	3.00
הח	4499	5.88	11.24	4.01
ליפול	4500	5.88	11.16	4.33
יר	4501	5.88	11.31	3.31
תצאי	4502	5.88	11.20	4.15
בפה	4503	5.88	11.16	4.34
שמנה	4504	5.87	11.25	3.70
שחשבת	4505	5.87	11.12	4.66
בול	4506	5.86	11.33	2.86
סחט	4507	5.86	11.16	4.10
התפתחות	4508	5.86	11.16	4.21
סידן	4509	5.86	11.50	1.72
זוהה	4510	5.86	11.20	3.91
אחוזה	4511	5.86	11.28	3.25
מיק	4512	5.85	11.51	1.43
באשמתי	4513	5.85	11.13	4.47
לעשן	4514	5.85	11.13	3.92
שוקל	4515	5.85	11.09	4.38
לחלק	4516	5.85	11.08	4.57
מדובר	4517	5.84	11.11	4.47
ענד	4518	5.84	11.16	3.89
שחשב	4519	5.84	11.06	4.67
החזר	4520	5.84	11.13	4.00
תרנגולת	4521	5.84	11.22	3.22
העמדה	4522	5.83	11.08	4.43
תמשיכו	4523	5.83	11.10	3.99
תגבורת	4524	5.83	11.21	3.51
בפריז	4525	5.82	11.26	2.70
כפה	4526	5.82	11.08	4.13
התלוצץ	4527	5.81	11.05	4.00
סתדר	4528	5.81	11.08	4.22
האר	4529	5.81	11.24	2.82
נכח	4530	5.81	11.03	4.28
פוגע	4531	5.81	11.04	4.45
החכם	4532	5.81	11.10	3.85
מסוק	4533	5.80	11.16	3.31
אדיוט	4534	5.80	11.17	3.22
תריסר	4535	5.80	11.03	4.32
שדר	4536	5.80	11.11	3.75
אוזני	4537	5.80	11.04	4.22
דיוויס	4538	5.80	11.34	1.83
ארגז	4539	5.79	11.11	3.64
נזדקק	4540	5.79	11.04	4.22
שליש	4541	5.79	11.05	3.75
תז	4542	5.79	11.04	4.15
גידל	4543	5.79	11.01	4.28
רחבה	4544	5.79	11.06	3.72
סטון	4545	5.79	11.32	1.67
כלוא	4546	5.79	11.03	4.28
נטייה	4547	5.79	10.98	4.31
לק	4548	5.78	11.05	3.91
היומן	4549	5.78	11.14	3.19
כוכל	4550	5.77	10.95	4.61
שיכורה	4551	5.77	11.07	3.77
נטרל	4552	5.77	11.11	3.59
שגרתי	4553	5.77	10.98	4.28
היקר	4554	5.77	10.98	4.22
מזר	4555	5.77	10.99	4.08
זן	4556	5.77	11.09	3.37
דיקן	4557	5.76	11.32	1.56
תצטרכ	4558	5.76	10.95	4.43
רצף	4559	5.76	11.07	3.43
ונורמן	4560	5.76	11.41	0.78
רודי	4561	5.75	11.35	1.09
בולט	4562	5.75	10.99	3.70
פישר	4563	5.75	11.29	1.50
הובס	4564	5.75	11.16	2.45
פענח	4565	5.74	10.99	3.86
ומר	4566	5.74	10.91	4.11
האזין	4567	5.74	10.95	3.87
תמשיכ	4568	5.74	10.90	4.33
השותף	4569	5.74	10.98	3.83
מדיום	4570	5.74	11.17	2.31
קפוץ	4571	5.74	10.99	3.44
בריטניה	4572	5.73	11.10	2.42
וגן	4573	5.73	10.97	4.13
כרצונך	4574	5.73	10.90	4.30
הרואין	4575	5.72	11.09	2.71
ואת	4576	5.72	10.87	4.43
צמיג	4577	5.72	11.04	3.06
הצלב	4578	5.72	11.00	3.32
ריסון	4579	5.72	11.15	2.06
שביר	4580	5.72	10.89	4.33
נשרף	4581	5.72	10.92	4.08
לורנס	4582	5.72	11.16	1.88
עיכוב	4583	5.72	10.88	4.14
נפוץ	4584	5.72	10.88	4.16
זוזי	4585	5.71	10.96	3.60
פוחדה	4586	5.71	10.93	3.79
שיגר	4587	5.71	11.02	3.01
הפצע	4588	5.71	10.94	3.93
ששווה	4589	5.71	10.84	4.37
הנו	4590	5.71	10.95	3.45
יוסטון	4591	5.70	11.12	1.95
מחבל	4592	5.70	11.08	2.38
ספסל	4593	5.70	10.93	3.43
הבריק	4594	5.69	10.81	4.14
מזויף	4595	5.69	10.87	4.01
לס	4596	5.69	10.90	3.61
איסוף	4597	5.69	10.87	3.85
הנחיה	4598	5.69	10.89	3.64
האופן	4599	5.69	10.98	2.94
במו	4600	5.68	10.80	4.19
הופ	4601	5.68	11.04	2.25
תענה	4602	5.68	10.85	3.82
ברנן	4603	5.68	11.25	0.81
כאל	4604	5.68	10.79	4.18
השתולל	4605	5.68	10.79	4.09
כעבור	4606	5.68	10.85	3.63
הטנדר	4607	5.67	11.00	2.74
האק	4608	5.67	11.11	1.89
תיתן	4609	5.67	10.78	4.36
המועדף	4610	5.67	10.81	4.13
גירושין	4611	5.67	10.86	3.72
הרעיל	4612	5.67	10.88	3.69
טכנית	4613	5.67	10.80	4.38
רציחה	4614	5.67	10.88	3.57
לולא	4615	5.67	10.84	3.99
תעוף	4616	5.67	10.83	3.52
כשא	4617	5.67	10.78	4.43
לוגן	4618	5.67	11.19	1.20
הובטח	4619	5.67	10.81	3.95
הרוס	4620	5.67	10.78	4.26
הורכב	4621	5.66	10.78	4.13
זווית	4622	5.66	10.81	3.92
הייתה	4623	5.66	10.75	4.45
שולחה	4624	5.66	10.78	4.22
נשואה	4625	5.66	10.78	4.12
הסובך	4626	5.66	10.76	4.34
שרירי	4627	5.66	10.80	3.90
באד	4628	5.65	11.11	1.62
דוני	4629	5.65	11.14	1.27
צרח	4630	5.65	10.76	4.15
התבדח	4631	5.65	10.76	4.06
פלט	4632	5.64	10.87	3.17
אינטרנט	4633	5.64	10.81	3.66
נהיה	4634	5.63	10.71	4.32
סרינה	4635	5.63	11.17	0.58
במוסך	4636	5.62	10.78	3.78
כשהגיע	4637	5.62	10.66	4.42
הוכשא	4638	5.61	10.67	4.19
היסטורי	4639	5.61	10.71	3.74
נגרם	4640	5.61	10.71	4.07
קריטי	4641	5.61	10.70	3.96
טרוי	4642	5.61	11.07	1.20
הרצה	4643	5.60	10.68	3.96
קולי	4644	5.60	10.74	3.66
מיטשל	4645	5.60	10.99	1.57
שיקגו	4646	5.60	10.84	2.62
נמרץ	4647	5.60	10.72	3.69
שתית	4648	5.59	10.64	4.14
מריח	4649	5.59	10.66	4.30
לו	4650	5.59	10.68	3.73
לע	4651	5.59	10.95	1.62
פסקה	4652	5.58	10.64	4.08
הריסה	4653	5.58	10.71	3.57
בקט	4654	5.58	11.06	0.80
השן	4655	5.58	10.67	3.75
ווילסון	4656	5.58	10.93	1.67
החלים	4657	5.57	10.67	4.06
ההפרעה	4658	5.57	10.62	4.27
לאחי	4659	5.57	10.63	4.08
דקירה	4660	5.57	10.73	3.29
גיוס	4661	5.56	10.67	3.43
רטוב	4662	5.56	10.61	3.92
סקאלי	4663	5.56	11.06	0.68
נבון	4664	5.56	10.61	4.05
ארנב	4665	5.56	10.77	2.80
פוסטר	4666	5.56	10.82	2.40
השתיק	4667	5.56	10.60	4.16
נור	4668	5.56	10.68	3.45
עיצב	4669	5.56	10.58	4.03
מקסיקו	4670	5.56	10.74	2.97
בתולה	4671	5.56	10.72	2.95
הקס	4672	5.56	10.58	4.14
ויקי	4673	5.55	10.97	1.09
מונע	4674	5.55	10.57	4.26
אורת	4675	5.55	10.59	3.84
אליל	4676	5.55	10.83	2.04
נחוץ	4677	5.55	10.57	4.11
כשהיה	4678	5.55	10.56	4.45
חדל	4679	5.55	10.66	3.30
מחט	4680	5.54	10.63	3.74
מלוכה	4681	5.54	10.75	2.55
שתעזור	4682	5.54	10.55	4.37
בקארה	4683	5.54	10.97	0.87
האריך	4684	5.54	10.55	4.07
נק	4685	5.53	10.58	3.83
השאיל	4686	5.53	10.54	4.11
המוני	4687	5.53	10.55	3.80
הקבץ	4688	5.52	10.68	3.11
פיי	4689	5.52	10.85	1.44
ציית	4690	5.52	10.54	3.91
כינוי	4691	5.52	10.53	3.93
ששני	4692	5.52	10.50	4.39
לאמי	4693	5.51	10.52	4.02
לבה	4694	5.51	10.55	3.83
כקרל	4695	5.51	10.79	1.60
דלפק	4696	5.51	10.52	3.89
תולעת	4697	5.50	10.68	2.74
שנדבר	4698	5.50	10.48	4.33
תתקרב	4699	5.50	10.50	4.02
ילדה	4700	5.50	10.52	3.80
עשרת	4701	5.50	10.54	3.49
בלבל	4702	5.50	10.44	4.28
הפגין	4703	5.49	10.47	4.07
קתולי	4704	5.49	10.59	2.96
לני	4705	5.49	10.80	1.43
סלואן	4706	5.49	10.85	1.05
לפנים	4707	5.49	10.47	4.09
זא	4708	5.49	10.71	2.19
אביר	4709	5.49	10.67	2.34
שירותים	4710	5.48	10.48	4.07
השטיח	4711	5.48	10.53	3.34
הגה	4712	5.48	10.53	3.48
השגחה	4713	5.48	10.47	3.87
המחשבות	4714	5.48	10.48	3.81
תהיו	4715	5.47	10.43	4.19
נזרק	4716	5.47	10.42	4.12
מאז	4717	5.47	10.38	4.35
טירה	4718	5.47	10.65	2.37
לתפוס	4719	5.46	10.41	4.03
תחתן	4720	5.46	10.52	3.16
נעמי	4721	5.46	10.80	1.00
חוצפה	4722	5.46	10.40	4.07
לשבת	4723	5.46	10.37	4.22
זבוב	4724	5.45	10.49	3.26
פוקר	4725	5.45	10.55	2.80
היכון	4726	5.45	10.48	3.16
הושבא	4727	5.44	10.36	4.20
זירת	4728	5.44	10.44	3.65
אסטרטגיה	4729	5.44	10.42	3.57
פוקס	4730	5.44	10.59	2.21
פנסיה	4731	5.44	10.43	3.38
נוחות	4732	5.44	10.34	4.13
היצור	4733	5.43	10.51	3.14
לשתה	4734	5.43	10.34	4.13
התנדב	4735	5.43	10.39	3.84
שבב	4736	5.43	10.51	2.93
הרגיז	4737	5.43	10.33	4.06
מוביל	4738	5.42	10.38	3.56
שא	4739	5.42	10.35	4.00
צולם	4740	5.42	10.38	3.80
מפתחת	4741	5.42	10.37	3.85
הרחם	4742	5.42	10.39	3.61
במאי	4743	5.42	10.47	2.66
כהגופה	4744	5.42	10.40	3.66
שאכף	4745	5.42	10.33	4.28
נטול	4746	5.42	10.37	3.85
שנצא	4747	5.42	10.32	4.25
חבק	4748	5.41	10.35	3.78
מדרכה	4749	5.41	10.34	3.75
העצם	4750	5.41	10.45	3.02
הצרה	4751	5.41	10.35	3.64
הטביע	4752	5.41	10.34	3.73
לאנה	4753	5.41	10.70	1.01
סקר	4754	5.41	10.37	3.30
שאוהב	4755	5.41	10.30	4.14
לפניי	4756	5.40	10.30	4.02
דאלאס	4757	5.40	10.57	1.75
הצעצוע	4758	5.40	10.39	3.38
כבודה	4759	5.40	10.61	1.42
מלכה	4760	5.40	10.42	3.11
בפח	4761	5.40	10.32	3.91
הפוח	4762	5.39	10.37	3.40
דקסטר	4763	5.39	10.70	0.63
באדי	4764	5.39	10.61	1.27
פתטי	4765	5.39	10.31	3.90
הכביסה	4766	5.39	10.36	3.49
לויד	4767	5.38	10.62	1.11
כוונתי	4768	5.38	10.35	3.36
אגרום	4769	5.38	10.26	4.19
קרי	4770	5.38	10.60	1.42
יושב	4771	5.38	10.28	3.60
הזהר	4772	5.38	10.31	3.61
טורק	4773	5.38	10.53	2.10
שעברה	4774	5.38	10.26	4.30
בלהיות	4775	5.38	10.24	4.16
לימון	4776	5.37	10.37	3.06
שטיח	4777	5.37	10.31	3.48
נלהב	4778	5.37	10.23	4.04
תספרי	4779	5.37	10.26	4.15
ונלסון	4780	5.37	10.54	1.60
ויף	4781	5.37	10.26	3.90
גלימה	4782	5.36	10.37	2.91
התאבל	4783	5.36	10.28	3.77
הנס	4784	5.36	10.34	3.00
ריאיון	4785	5.36	10.25	3.45
השורה	4786	5.36	10.21	3.76
התיאוריה	4787	5.36	10.27	3.60
הישר	4788	5.36	10.23	3.87
הושמד	4789	5.36	10.32	3.47
אוסטרליה	4790	5.35	10.40	2.29
אני	4791	5.35	10.17	4.29
חשוף	4792	5.35	10.21	3.97
האישי	4793	5.35	10.19	4.03
פגיע	4794	5.34	10.22	4.02
עידוד	4795	5.34	10.29	3.22
תנשום	4796	5.34	10.29	3.06
רורי	4797	5.34	10.59	0.74
שחר	4798	5.34	10.22	3.61
לעוף	4799	5.34	10.23	3.52
המטופש	4800	5.33	10.19	4.13
הורי	4801	5.33	10.18	3.91
הצב	4802	5.33	10.27	3.28
בה	4803	5.33	10.17	4.06
דיקסון	4804	5.33	10.52	1.11
זואי	4805	5.32	10.49	1.42
החול	4806	5.32	10.29	3.01
לכת	4807	5.32	10.21	3.51
היט	4808	5.32	10.19	3.50
אוליביה	4809	5.32	10.44	1.74
המלוכלך	4810	5.32	10.14	4.04
הצדיק	4811	5.32	10.13	4.03
אינסטינקט	4812	5.32	10.20	3.67
טופס	4813	5.31	10.18	3.56
קיט	4814	5.31	10.46	1.36
מהראש	4815	5.31	10.13	3.98
השעליי	4816	5.31	10.15	4.02
ציווה	4817	5.31	10.21	3.29
הנכד	4818	5.31	10.19	3.44
כביסה	4819	5.31	10.20	3.62
ונוכל	4820	5.30	10.11	4.21
הרשע	4821	5.30	10.21	3.20
הסיפון	4822	5.30	10.26	2.83
פאונד	4823	5.30	10.31	2.15
התנקשות	4824	5.30	10.27	2.76
בכלום	4825	5.30	10.10	3.99
גרי	4826	5.30	10.39	1.58
תשמע	4827	5.30	10.15	3.73
רנדל	4828	5.30	10.45	1.24
חיסל	4829	5.30	10.14	3.76
השף	4830	5.30	10.21	3.09
שריון	4831	5.29	10.27	2.79
מארג	4832	5.29	10.47	1.36
הפוצץ	4833	5.29	10.09	3.89
נועז	4834	5.29	10.11	3.87
אינטרס	4835	5.29	10.12	3.56
מנורה	4836	5.29	10.22	3.02
האשפה	4837	5.29	10.19	3.30
איכשהה	4838	5.29	10.07	4.18
מוסלמי	4839	5.28	10.32	1.86
עצירה	4840	5.28	10.10	3.80
חוטף	4841	5.28	10.19	3.01
סטייק	4842	5.28	10.14	3.32
פליט	4843	5.28	10.21	2.72
עשייה	4844	5.27	10.08	3.50
שתהיי	4845	5.27	10.06	4.19
שהשאר	4846	5.27	10.06	4.22
הנגן	4847	5.27	10.14	3.07
התיישב	4848	5.26	10.02	3.92
הזמן	4849	5.26	10.03	4.08
לאנס	4850	5.26	10.37	1.22
ילדונת	4851	5.26	10.14	3.17
ויום	4852	5.26	10.01	4.10
עומס	4853	5.26	10.07	3.75
עניבה	4854	5.26	10.10	3.33
קורבנה	4855	5.26	10.14	3.18
הימר	4856	5.26	10.08	3.47
סקוטי	4857	5.25	10.28	1.84
פרפר	4858	5.25	10.14	3.03
בינלאומי	4859	5.25	10.04	3.43
ביטא	4860	5.25	10.00	3.89
התנתק	4861	5.24	10.03	3.75
הירד	4862	5.24	10.03	3.90
בינגו	4863	5.24	10.02	3.69
מרשים	4864	5.24	9.97	4.14
שמידט	4865	5.24	10.39	0.87
תלכ	4866	5.24	9.98	4.02
סופה	4867	5.24	10.12	3.00
תרזה	4868	5.24	10.27	1.62
מפוחד	4869	5.24	10.00	3.96
וודקה	4870	5.24	10.07	3.32
תרד	4871	5.24	10.01	3.65
לאכול	4872	5.24	9.98	3.99
הקשה	4873	5.23	9.98	4.07
שראי	4874	5.23	10.01	3.99
שאיבד	4875	5.23	9.99	4.17
תסך	4876	5.23	9.97	4.05
היתפס	4877	5.23	9.98	3.93
חימום	4878	5.23	10.03	3.55
פיקח	4879	5.23	9.97	3.77
שאביך	4880	5.23	10.02	3.84
שביקש	4881	5.23	9.96	4.19
המשקף	4882	5.23	10.03	3.33
נסתלק	4883	5.22	9.99	3.65
זעזע	4884	5.22	9.94	3.89
הרחיב	4885	5.21	9.94	4.03
הריגה	4886	5.21	10.00	3.61
הידד	4887	5.21	10.11	2.69
תשחק	4888	5.21	9.93	3.92
היף	4889	5.21	9.95	3.67
פריצה	4890	5.21	10.00	3.56
הגס	4891	5.21	9.94	3.82
תלכו	4892	5.21	9.94	3.89
מחתרת	4893	5.21	10.09	2.79
שאיפה	4894	5.20	9.93	3.75
לוטו	4895	5.20	10.12	2.36
אינדיאני	4896	5.20	10.10	2.61
לרגל	4897	5.20	9.94	3.90
רקס	4898	5.20	10.24	1.35
שנחזור	4899	5.20	9.93	4.12
עכברוש	4900	5.20	10.08	2.63
סיבית	4901	5.20	9.96	3.68
דיויד	4902	5.20	10.26	1.27
השלג	4903	5.20	10.10	2.58
רפובליקה	4904	5.20	10.13	2.23
פטיש	4905	5.20	10.00	3.27
הצית	4906	5.20	9.99	3.45
ארוז	4907	5.20	9.90	3.99
גמל	4908	5.19	9.99	3.27
גילי	4909	5.19	9.95	3.87
לוהט	4910	5.19	9.95	3.69
שכיר	4911	5.19	10.02	3.09
מאמינה	4912	5.19	9.91	3.99
בסלון	4913	5.19	9.93	3.82
כת	4914	5.19	10.02	3.01
התעכב	4915	5.18	9.89	4.05
תשכחי	4916	5.18	9.89	3.92
אציל	4917	5.18	9.96	3.48
בוץ	4918	5.18	10.01	2.75
הפחדה	4919	5.17	9.87	3.97
פסולת	4920	5.17	10.01	2.86
פארקר	4921	5.17	10.20	1.21
ארטי	4922	5.17	10.23	0.85
טאקר	4923	5.17	10.20	1.21
מקסיקני	4924	5.16	9.95	3.15
קשקש	4925	5.16	9.86	3.76
ברנדה	4926	5.16	10.16	1.34
יבשת	4927	5.16	9.94	3.27
עיראק	4928	5.16	10.07	2.01
שיקום	4929	5.16	9.94	3.16
זריז	4930	5.16	9.88	3.66
חבריך	4931	5.15	9.88	3.76
הרישוי	4932	5.15	9.95	3.20
הותח	4933	5.15	9.90	3.38
כבוי	4934	5.15	9.87	3.58
הציץ	4935	5.15	9.83	3.85
ברני	4936	5.15	10.16	1.24
ביון	4937	5.15	10.05	2.06
גבירות	4938	5.15	9.90	2.97
הצג	4939	5.15	9.82	3.82
אזמין	4940	5.15	9.82	4.01
הקטור	4941	5.15	10.15	1.18
שדיברה	4942	5.14	9.81	4.14
הנר	4943	5.14	9.94	2.94
המתנות	4944	5.14	9.92	3.15
עדכון	4945	5.14	9.85	3.79
אוונס	4946	5.14	10.10	1.45
נהדרות	4947	5.14	9.81	3.91
המזויין	4948	5.13	9.98	2.07
קאם	4949	5.13	10.15	1.10
מכור	4950	5.13	9.83	3.51
חוג	4951	5.13	9.87	3.17
בכיסא	4952	5.13	9.84	3.46
שובך	4953	5.12	9.81	3.75
ניקול	4954	5.11	10.04	1.56
ספרדי	4955	5.11	9.88	2.81
שתוי	4956	5.11	9.81	3.26
מרס	4957	5.11	10.03	1.75
הגזע	4958	5.11	9.85	3.07
הבלבל	4959	5.11	9.76	3.95
חסות	4960	5.11	9.79	3.49
וסנכרון	4961	5.11	9.97	2.43
החוט	4962	5.11	9.84	3.20
הוותר	4963	5.11	9.75	3.94
העדן	4964	5.11	9.83	3.10
עשב	4965	5.10	9.85	2.94
אגם	4966	5.10	9.86	2.88
ערמומי	4967	5.10	9.74	3.80
סנטימטר	4968	5.10	9.78	3.55
משולש	4969	5.09	9.80	3.29
מינה	4970	5.09	9.87	2.62
לאיפה	4971	5.09	9.79	3.35
התחפף	4972	5.09	9.74	3.61
מנעול	4973	5.09	9.78	3.44
רכישה	4974	5.09	9.76	3.46
הול	4975	5.09	9.86	2.54
רגאלי	4976	5.08	9.76	3.56
תעשו	4977	5.08	9.70	3.82
ליווי	4978	5.08	9.80	3.01
טור	4979	5.08	9.86	2.40
והכול	4980	5.08	9.71	3.71
לדקה	4981	5.08	9.70	3.79
הובלה	4982	5.08	9.74	3.45
הוכשר	4983	5.08	9.71	3.79
שימר	4984	5.08	9.73	3.60
צלחת	4985	5.08	9.73	3.59
בפומבי	4986	5.08	9.72	3.68
נגב	4987	5.08	9.70	3.69
אילך	4988	5.07	9.69	3.77
סבלני	4989	5.07	9.70	3.85
אריזונה	4990	5.07	9.85	2.42
הארר	4991	5.07	9.69	3.76
אעבוד	4992	5.07	9.66	3.92
תפ	4993	5.07	9.67	3.92
